,danceability,energy,key,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,artist_name,release_date,song_name,isExplicit,albumName,albumTotalTracks,totalArtists,popularity,isKPop
156,0.725,0.534,11,0.0946,0.0752,0.0,0.0919,0.558,91.974,219320,4,Rihanna,2016-01-28,Work,True,ANTI,13,2,67,False
157,0.779,0.64,7,0.159,0.000155,0.00077,0.101,0.498,99.019,246960,4,Rihanna,2005-08-29,Pon de Replay,False,Music Of The Sun,13,1,74,False
158,0.671,0.314,5,0.244,0.11,0.0,0.0825,0.296,110.898,191600,4,Rihanna,2016-01-28,Needed Me,True,ANTI,13,1,71,False
159,0.621,0.31,9,0.0283,0.945,6.12e-05,0.117,0.125,111.893,240707,4,Rihanna,2012-01-01,Stay - Album Version (Edited),False,Unapologetic (Edited Version),14,2,64,False
160,0.747,0.57,1,0.081,0.0642,0.0,0.0832,0.65,133.992,200890,4,Bruno Mars,2019-02-15,Please Me,True,Please Me,1,2,84,False
161,0.853,0.56,1,0.0406,0.013,0.0,0.0944,0.86,134.066,206693,4,Bruno Mars,2016-11-17,That's What I Like,False,24K Magic,9,1,82,False
162,0.8,0.578,4,0.0485,0.00381,0.0,0.367,0.367,143.01,203161,4,Bruno Mars,2018-12-07,Wake Up in the Sky,True,Evil Genius,18,3,73,False
163,0.612,0.28,0,0.0434,0.932,0.0,0.088,0.387,72.795,213827,4,Bruno Mars,2012-12-07,When I Was Your Man,False,Unorthodox Jukebox,10,1,81,False
164,0.704,0.859,5,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289,4,Bruno Mars,2017-12-20,Finesse - Remix; feat. Cardi B,False,Finesse (Remix) [feat. Cardi B],1,2,79,False
165,0.637,0.843,5,0.0432,0.0151,0.0,0.0876,0.434,109.012,220733,4,Bruno Mars,2010-10-05,Just the Way You Are,False,Doo-Wops & Hooligans,10,1,78,False
166,0.818,0.803,1,0.0797,0.034,0.0,0.153,0.632,106.97,225983,4,Bruno Mars,2016-11-17,24K Magic,False,24K Magic,9,1,78,False
167,0.726,0.698,5,0.0431,0.049,0.0,0.309,0.867,143.994,233478,4,Bruno Mars,2012-12-07,Locked Out of Heaven,False,Unorthodox Jukebox,10,1,77,False
168,0.578,0.574,2,0.0454,0.196,0.0,0.083,0.301,174.152,261240,4,Bruno Mars,2016-11-17,Versace on the Floor,False,24K Magic,9,1,76,False
169,0.874,0.692,5,0.0431,0.0412,7.24e-05,0.324,0.937,116.017,178560,4,Bruno Mars,2012-12-07,Treasure,True,Unorthodox Jukebox,10,1,75,False
170,0.587,0.299,8,0.0263,0.779,0.0,0.123,0.356,94.992,259550,3,Beyonce,2017-11-30,Perfect Duet (Ed Sheeran & Beyoncé),False,Perfect Duet (Ed Sheeran & Beyoncé),1,2,78,False
171,0.896,0.621,5,0.237,0.00532,0.0,0.196,0.818,121.966,206080,4,Beyonce,2016-04-23,Formation,True,Lemonade,13,1,77,False
172,0.508,0.72,11,0.0628,0.272,0.0,0.0563,0.472,79.983,261640,4,Beyonce,2008-11-14,Halo,False,I AM...SASHA FIERCE,11,1,77,False
173,0.524,0.397,0,0.405,0.745,0.0,0.521,0.552,80.744,221093,4,Beyonce,2016-04-23,Hold Up,True,Lemonade,13,1,77,False
174,0.775,0.598,2,0.0535,0.00175,4.44e-06,0.253,0.356,129.988,232560,4,Beyonce,2016-04-23,Sorry,True,Lemonade,13,1,76,False
175,0.646,0.77,2,0.226,0.00249,0.0,0.0715,0.681,99.165,236133,4,Beyonce,2003-06-24,Crazy In Love (feat. Jay-Z),False,Dangerously In Love,15,2,75,False
176,0.652,0.748,0,0.0887,0.0849,0.0,0.604,0.652,94.1,267413,4,Beyonce,2011,Love On Top,False,4,14,1,75,False
177,0.733,0.899,0,0.143,0.00496,4.72e-05,0.372,0.76,127.086,236093,4,Beyonce,2011,Run the World (Girls),False,4,14,1,74,False
178,0.71,0.844,6,0.0968,0.0699,0.0,0.354,0.469,103.009,240777,4,Beyonce,2019-04-16,Before I Let Go - Homecoming Live Bonus Track,False,HOMECOMING: THE LIVE ALBUM,40,1,63,False
179,0.576,0.697,10,0.326,0.0286,1.15e-06,0.167,0.501,175.906,227667,4,Beyonce,2006-09-04,Irreplaceable,False,B'Day,11,1,64,False
180,0.572,0.385,7,0.0308,0.371,0.0,0.231,0.323,95.799,215733,4,Lady Gaga,2018-10-05,Shallow,False,A Star Is Born Soundtrack,34,2,90,False
181,0.553,0.502,0,0.0409,0.299,0.0,0.764,0.296,129.976,210200,4,Lady Gaga,2018-10-05,Always Remember Us This Way,False,A Star Is Born Soundtrack (Without Dialogue),19,1,83,False
182,0.665,0.424,0,0.0444,0.437,0.0,0.107,0.134,129.911,205280,4,Lady Gaga,2016-10-21,Million Reasons,False,Joanne (Deluxe),14,1,79,False
183,0.846,0.815,4,0.0761,0.139,2.19e-06,0.131,0.831,118.999,237200,4,Lady Gaga,2008-01-01,Poker Face,False,The Fame,14,1,67,False
184,0.45,0.335,7,0.0298,0.785,1.25e-06,0.0979,0.25,109.908,281235,4,Lady Gaga,2018-10-05,I'll Never Love Again - Film Version - Radio Edit,False,A Star Is Born Soundtrack (Without Dialogue),19,2,74,False
185,0.697,0.921,0,0.0391,0.00305,3.65e-05,0.0831,0.721,118.99,294573,4,Lady Gaga,2009,Bad Romance,True,The Fame Monster,8,1,67,False
186,0.697,0.506,8,0.0325,0.0792,0.0,0.0893,0.516,100.002,211364,4,Lady Gaga,2017-04-16,The Cure,False,The Cure,1,1,72,False
187,0.822,0.753,1,0.0332,0.0337,1.76e-05,0.218,0.709,118.982,241933,4,Lady Gaga,2008-01-01,Just Dance,False,The Fame,14,2,66,False
188,0.827,0.821,3,0.0419,0.00748,0.0015,0.115,0.684,122.017,220627,4,Lady Gaga,2009-01-01,Telephone,False,The Fame Monster,8,2,72,False
189,0.406,0.359,7,0.0293,0.685,3.67e-06,0.122,0.202,109.246,328893,4,Lady Gaga,2018-10-05,I'll Never Love Again - Extended Version,False,A Star Is Born Soundtrack,34,1,71,False
190,0.77,0.882,8,0.0602,0.194,0.0,0.316,0.385,99.991,223523,4,Katy Perry,2019-05-31,Never Really Over,False,Never Really Over,1,1,92,False
191,0.736,0.868,8,0.0454,0.166,1.48e-06,0.0419,0.613,94.026,181280,4,Katy Perry,2019-04-19,Con Calma - Remix,False,Con Calma (Remix),1,3,83,False
192,0.745,0.693,2,0.034,0.339,0.0,0.123,0.248,98.039,181900,4,Katy Perry,2019-02-14,365,False,365,1,2,80,False
193,0.645,0.585,6,0.0513,0.00314,0.0,0.165,0.353,131.931,215672,4,Katy Perry,2013-01-01,Dark Horse,False,PRISM (Deluxe),16,2,77,False
194,0.554,0.772,7,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,223546,4,Katy Perry,2013-01-01,Roar,False,PRISM (Deluxe),16,1,76,False
195,0.652,0.812,3,0.0409,0.00125,3.01e-05,0.667,0.72,126.023,230733,4,Katy Perry,2010-01-01,Last Friday Night (T.G.I.F.),False,Teenage Dream,12,1,63,False
196,0.839,0.705,5,0.0445,0.0184,1.77e-05,0.102,0.575,119.954,242520,4,Katy Perry,2017-06-09,Swish Swish,True,Witness (Deluxe),17,2,74,False
197,0.638,0.832,8,0.049,0.141,0.0,0.113,0.648,124.071,227893,4,Katy Perry,2010-01-01,Firework,False,Teenage Dream,12,1,60,False
198,0.446,0.8,0,0.174,0.0814,0.0,0.199,0.474,189.89,237733,4,Katy Perry,2017-06-09,Chained To The Rhythm,False,Witness (Deluxe),17,2,72,False
199,0.397,0.725,7,0.043,0.00266,0.0,0.208,0.358,128.861,228879,4,Katy Perry,2013-01-01,Unconditionally,False,PRISM (Deluxe),16,1,72,False
